дата	projectID	выручка
03.01.2017	466944	2632
03.01.2017	466944	61476
03.01.2017	467613	3934
03.01.2017	467614	335033
03.01.2017	467768	127
03.01.2017	475452	529
03.01.2017	475908	5129
03.01.2017	475909	120412
03.01.2017	476406	2959
03.01.2017	477326	2649
03.01.2017	477729	61706
03.01.2017	478064	3938
03.01.2017	478103	336610
03.01.2017	479853	128
03.01.2017	479854	530
03.01.2017	480627	5172
03.01.2017	480676	121364
03.01.2017	482566	2977
03.01.2017	482567	2658
03.01.2017	483892	62229
03.01.2017	484659	3949
03.01.2017	488980	339542
03.01.2017	489078	128
03.01.2017	489096	532
03.01.2017	491231	5185
03.01.2017	492896	121450
03.01.2017	493118	2978
03.01.2017	493119	2659
03.01.2017	493336	62595
03.01.2017	493336	3985
03.01.2017	493336	342616
03.01.2017	496889	128
03.01.2017	496889	534
04.01.2017	230255	5216
04.01.2017	230255	122246
04.01.2017	230255	2991
04.01.2017	230739	2662
04.01.2017	244173	62805
04.01.2017	244173	4001
04.01.2017	245772	345697
04.01.2017	245774	130
04.01.2017	245775	534
04.01.2017	245776	5259
04.01.2017	245777	123445
04.01.2017	245778	3009
04.01.2017	245780	2677
04.01.2017	245780	62836
04.01.2017	245782	4030
04.01.2017	245785	348420
04.01.2017	245786	131
04.01.2017	254977	539
04.01.2017	279727	5277
04.01.2017	304193	123531
04.01.2017	312874	3011
04.01.2017	446720	2694
04.01.2017	447270	62877
04.01.2017	451341	4043
04.01.2017	452031	351791
04.01.2017	452033	131
04.01.2017	452034	542
04.01.2017	452135	5293
04.01.2017	452247	124437
04.01.2017	452593	3020
04.01.2017	452655	2709
04.01.2017	458590	62913
04.01.2017	460062	4047
04.01.2017	463515	353382
04.01.2017	466944	132
04.01.2017	466944	546
04.01.2017	467613	5323
04.01.2017	467614	125029
04.01.2017	467768	3034
04.01.2017	475452	2711
04.01.2017	475908	63035
04.01.2017	475909	4055
04.01.2017	476406	354438
04.01.2017	477326	133
04.01.2017	477729	548
04.01.2017	478064	5347
04.01.2017	478103	126095
04.01.2017	479853	3043
04.01.2017	479854	2734
04.01.2017	480627	63159
04.01.2017	480676	4082
04.01.2017	482566	356321
04.01.2017	482567	133
04.01.2017	483892	550
04.01.2017	484659	5361
04.01.2017	488980	126110
04.01.2017	489078	3070
04.01.2017	489096	2755
04.01.2017	491231	63262
04.01.2017	492896	4119
04.01.2017	493118	356475
04.01.2017	493119	134
04.01.2017	493336	551
04.01.2017	493336	5393
04.01.2017	493336	126236
04.01.2017	496889	3091
04.01.2017	496889	2774
05.01.2017	230255	63532
05.01.2017	230255	4150
05.01.2017	230255	359960
05.01.2017	230739	134
05.01.2017	244173	552
05.01.2017	244173	5432
05.01.2017	245772	127017
05.01.2017	245774	3122
05.01.2017	245775	2782
05.01.2017	245776	64067
05.01.2017	245777	4178
05.01.2017	245778	363556
05.01.2017	245780	134
05.01.2017	245780	556
05.01.2017	245782	5450
05.01.2017	245785	127238
05.01.2017	245786	3151
05.01.2017	254977	2803
05.01.2017	279727	64159
05.01.2017	287428	4189
05.01.2017	304193	366607
05.01.2017	312874	135
05.01.2017	446720	560
05.01.2017	447270	5491
05.01.2017	451341	127995
05.01.2017	452031	3175
05.01.2017	452033	2829
05.01.2017	452033	64488
05.01.2017	452034	4206
05.01.2017	452135	368224
05.01.2017	452247	136
05.01.2017	452593	565
05.01.2017	452655	5530
05.01.2017	458590	128047
05.01.2017	460062	3195
05.01.2017	463515	2829
05.01.2017	466944	64835
05.01.2017	466944	4242
05.01.2017	467613	368622
05.01.2017	467614	136
05.01.2017	467768	567
05.01.2017	475452	5539
05.01.2017	475908	129050
05.01.2017	475909	3218
05.01.2017	476406	2835
05.01.2017	477326	65174
05.01.2017	477729	4267
05.01.2017	478064	371570
05.01.2017	478103	137
05.01.2017	479853	570
05.01.2017	479854	5590
05.01.2017	480627	130262
05.01.2017	480676	3230
05.01.2017	482566	2841
05.01.2017	482567	65817
05.01.2017	483892	4288
05.01.2017	484659	373453
05.01.2017	488980	137
05.01.2017	489078	574
05.01.2017	489096	5614
05.01.2017	491231	130472
05.01.2017	492896	3235
05.01.2017	493118	2849
05.01.2017	493119	66323
05.01.2017	493336	4288
05.01.2017	493336	375159
05.01.2017	493336	138
05.01.2017	496889	576
05.01.2017	496889	5648
06.01.2017	230255	131707
06.01.2017	230255	3239
06.01.2017	230255	2858
06.01.2017	230739	66942
06.01.2017	244173	4319
06.01.2017	244173	375487
06.01.2017	245772	139
06.01.2017	245774	577
06.01.2017	245775	5648
06.01.2017	245776	131780
06.01.2017	245777	3266
06.01.2017	245778	2873
06.01.2017	245779	66963
06.01.2017	245780	4321
06.01.2017	245780	376512
06.01.2017	245782	139
06.01.2017	245785	577
06.01.2017	245786	5698
06.01.2017	254977	132459
06.01.2017	279727	3279
06.01.2017	287428	2901
06.01.2017	304193	67058
06.01.2017	312874	4339
06.01.2017	446720	376710
06.01.2017	447270	140
06.01.2017	451341	578
06.01.2017	452031	5699
06.01.2017	452033	133265
06.01.2017	452033	3285
06.01.2017	452034	2902
06.01.2017	452135	67308
06.01.2017	452247	4346
06.01.2017	452593	379625
06.01.2017	452655	140
06.01.2017	458590	578
06.01.2017	459987	5723
06.01.2017	460062	133506
06.01.2017	463515	3296
06.01.2017	466944	2910
06.01.2017	466944	67642
06.01.2017	467613	4351
06.01.2017	467614	379783
06.01.2017	467768	141
06.01.2017	475452	579
06.01.2017	475908	5750
06.01.2017	475909	134229
06.01.2017	476406	3301
06.01.2017	477326	2912
06.01.2017	477729	67750
06.01.2017	478064	4356
06.01.2017	478103	382176
06.01.2017	479853	142
06.01.2017	479854	583
06.01.2017	480627	5784
06.01.2017	480676	134401
06.01.2017	482566	3317
06.01.2017	482567	2931
06.01.2017	483892	68250
06.01.2017	484659	4367
06.01.2017	488980	382838
06.01.2017	489078	143
06.01.2017	489096	587
06.01.2017	491231	5811
06.01.2017	492896	135032
06.01.2017	493118	3331
06.01.2017	493119	2938
06.01.2017	493336	68837
06.01.2017	493336	4406
06.01.2017	493336	384028
06.01.2017	496889	144
06.01.2017	496889	593
07.01.2017	230255	5827
07.01.2017	230255	136089
07.01.2017	230255	3339
07.01.2017	230739	2940
07.01.2017	244173	69038
07.01.2017	244173	4410
07.01.2017	245772	385055
07.01.2017	245774	144
07.01.2017	245775	599
07.01.2017	245776	5851
07.01.2017	245777	137155
07.01.2017	245778	3362
07.01.2017	245779	2947
07.01.2017	245780	69151
07.01.2017	245780	4434
07.01.2017	245782	385533
07.01.2017	245785	144
07.01.2017	245786	601
07.01.2017	254977	5862
07.01.2017	279727	137351
07.01.2017	304193	3376
07.01.2017	312874	2952
07.01.2017	446720	69181
07.01.2017	447270	4454
07.01.2017	451341	386429
07.01.2017	452031	145
07.01.2017	452033	605
07.01.2017	452034	5884
07.01.2017	452135	137375
07.01.2017	452247	3383
07.01.2017	452593	2953
07.01.2017	452655	69232
07.01.2017	458590	4485
07.01.2017	459987	390132
07.01.2017	460062	146
07.01.2017	463515	607
07.01.2017	466944	5941
07.01.2017	466944	137541
07.01.2017	467613	3402
07.01.2017	467614	2966
07.01.2017	467768	69385
07.01.2017	475452	4523
07.01.2017	475908	392430
07.01.2017	475909	147
07.01.2017	476406	612
07.01.2017	477326	5945
07.01.2017	477729	137635
07.01.2017	478064	3425
07.01.2017	478103	2973
07.01.2017	479853	69930
07.01.2017	479854	4554
07.01.2017	480627	394804
07.01.2017	480676	148
07.01.2017	482566	617
07.01.2017	482567	5983
07.01.2017	483892	138125
07.01.2017	484659	3452
07.01.2017	488980	2977
07.01.2017	489078	70620
07.01.2017	489096	4572
07.01.2017	491231	397529
07.01.2017	492896	148
07.01.2017	493118	623
07.01.2017	493119	5991
07.01.2017	493336	138750
07.01.2017	493336	3457
07.01.2017	493336	2987
07.01.2017	496889	70909
07.01.2017	496889	4575
08.01.2017	230255	400712
08.01.2017	230255	149
08.01.2017	230255	627
08.01.2017	230739	6036
08.01.2017	244173	139708
08.01.2017	244173	3458
08.01.2017	245772	2993
08.01.2017	245774	71177
08.01.2017	245775	4614
08.01.2017	245776	403828
08.01.2017	245777	149
08.01.2017	245778	628
08.01.2017	245780	6058
08.01.2017	245780	139843
08.01.2017	245782	3468
08.01.2017	245785	2999
08.01.2017	245786	71429
08.01.2017	254977	4617
08.01.2017	279727	407124
08.01.2017	304193	150
08.01.2017	312874	633
08.01.2017	358684	6067
08.01.2017	446720	140856
08.01.2017	447270	3501
08.01.2017	451341	3010
08.01.2017	452031	71926
08.01.2017	452033	4644
08.01.2017	452034	410319
08.01.2017	452135	151
08.01.2017	452247	637
08.01.2017	452593	6096
08.01.2017	452655	141595
08.01.2017	458590	3531
08.01.2017	460062	3032
08.01.2017	463515	72274
08.01.2017	466944	4663
08.01.2017	466944	410867
08.01.2017	467613	151
08.01.2017	467614	641
08.01.2017	467768	6126
08.01.2017	471445	142235
08.01.2017	475452	3546
08.01.2017	475908	3049
08.01.2017	475909	72777
08.01.2017	476406	4687
08.01.2017	477326	411278
08.01.2017	477729	152
08.01.2017	478064	647
08.01.2017	478103	6171
08.01.2017	479853	142390
08.01.2017	479854	3580
08.01.2017	480627	3059
08.01.2017	480676	73065
08.01.2017	482566	4689
08.01.2017	482567	413406
08.01.2017	483892	153
08.01.2017	484659	649
08.01.2017	488980	6229
08.01.2017	489078	143467
08.01.2017	489096	3608
08.01.2017	491231	3086
08.01.2017	492896	73422
08.01.2017	493118	4723
08.01.2017	493119	415629
08.01.2017	493336	153
08.01.2017	493336	654
08.01.2017	493336	6267
08.01.2017	496889	143685
08.01.2017	496889	3629
09.01.2017	230255	3102
09.01.2017	230255	73694
09.01.2017	230255	4762
09.01.2017	230739	418692
09.01.2017	244173	155
09.01.2017	244173	658
09.01.2017	245772	6306
09.01.2017	245774	143813
09.01.2017	245775	3652
09.01.2017	245776	3123
09.01.2017	245777	74180
09.01.2017	245778	4809
09.01.2017	245780	421038
09.01.2017	245780	156
09.01.2017	245782	662
09.01.2017	245785	6338
09.01.2017	245786	143872
09.01.2017	254977	3675
09.01.2017	279727	3130
09.01.2017	304193	74805
09.01.2017	312874	4856
09.01.2017	446720	423080
09.01.2017	447270	157
09.01.2017	451341	665
09.01.2017	452031	6346
09.01.2017	452033	145021
09.01.2017	452034	3676
09.01.2017	452135	3155
09.01.2017	452247	75306
09.01.2017	452593	4861
09.01.2017	452655	426038
09.01.2017	458590	157
09.01.2017	460062	667
09.01.2017	463515	6385
09.01.2017	466944	145048
09.01.2017	466944	3676
09.01.2017	467613	3175
09.01.2017	467614	75753
09.01.2017	467768	4870
09.01.2017	475452	429288
09.01.2017	475908	158
09.01.2017	475909	668
09.01.2017	476406	6436
09.01.2017	477326	145489
09.01.2017	477729	3712
09.01.2017	478064	3196
09.01.2017	478103	75903
09.01.2017	479853	4871
09.01.2017	479854	429712
09.01.2017	480627	159
09.01.2017	480676	673
09.01.2017	482566	6437
09.01.2017	482567	146687
09.01.2017	483892	3719
09.01.2017	484659	3199
09.01.2017	488980	76041
09.01.2017	489078	4910
09.01.2017	489096	429929
09.01.2017	491231	160
09.01.2017	492896	677
09.01.2017	493118	6447
09.01.2017	493119	147493
09.01.2017	493336	3731
09.01.2017	493336	3221
09.01.2017	493336	76390
09.01.2017	496889	4915
09.01.2017	496889	431789
10.01.2017	230255	160
10.01.2017	230255	679
10.01.2017	230255	6493
10.01.2017	230739	148649
10.01.2017	244173	3745
10.01.2017	244173	3243
10.01.2017	245772	76467
10.01.2017	245774	4932
10.01.2017	245775	432743
10.01.2017	245776	161
10.01.2017	245777	680
10.01.2017	245778	6504
10.01.2017	245780	149931
10.01.2017	245780	3778
10.01.2017	245782	3267
10.01.2017	245785	76528
10.01.2017	245786	4939
10.01.2017	254977	433355
10.01.2017	279727	162
10.01.2017	304193	686
10.01.2017	312874	6534
10.01.2017	446720	150085
10.01.2017	447270	3788
10.01.2017	451341	3282
10.01.2017	452031	76661
10.01.2017	452033	4987
10.01.2017	452034	435338
10.01.2017	452135	163
10.01.2017	452247	688
10.01.2017	452593	6539
10.01.2017	452655	150442
10.01.2017	458590	3804
10.01.2017	460062	3309
10.01.2017	463515	77186
10.01.2017	466944	4999
10.01.2017	466944	439323
10.01.2017	467613	164
10.01.2017	467614	694
10.01.2017	467768	6571
10.01.2017	475452	151212
10.01.2017	475908	3833
10.01.2017	475909	3319
10.01.2017	476406	77807
10.01.2017	477326	5037
10.01.2017	477729	442611
10.01.2017	478064	165
10.01.2017	478103	698
10.01.2017	479853	6587
10.01.2017	479854	151404
10.01.2017	480627	3838
10.01.2017	480676	3321
10.01.2017	482566	78506
10.01.2017	482567	5083
10.01.2017	483892	443832
10.01.2017	484659	166
10.01.2017	488980	704
10.01.2017	489078	6613
10.01.2017	489096	152561
10.01.2017	491231	3858
10.01.2017	492896	3326
10.01.2017	493118	78778
10.01.2017	493119	5124
10.01.2017	493336	448264
10.01.2017	493336	168
10.01.2017	493336	707
10.01.2017	496889	6669
10.01.2017	496889	154049
11.01.2017	230255	3880
11.01.2017	230255	3330
11.01.2017	230255	79017
11.01.2017	230739	5152
11.01.2017	244173	448349
11.01.2017	244173	169
11.01.2017	245772	708
11.01.2017	245774	6694
11.01.2017	245775	154576
11.01.2017	245776	3888
11.01.2017	245777	3336
11.01.2017	245778	79152
11.01.2017	245780	5170
11.01.2017	245780	449566
11.01.2017	245782	169
11.01.2017	245785	714
11.01.2017	245786	6735
11.01.2017	254977	155201
11.01.2017	279727	3915
11.01.2017	287428	3357
11.01.2017	304193	79837
11.01.2017	312874	5192
11.01.2017	446720	450716
11.01.2017	447270	170
11.01.2017	451341	721
11.01.2017	452031	6802
11.01.2017	452033	155542
11.01.2017	452034	3919
11.01.2017	452135	3363
11.01.2017	452247	79915
11.01.2017	452593	5199
11.01.2017	452655	454560
11.01.2017	458590	170
11.01.2017	460062	726
11.01.2017	463515	6837
11.01.2017	466944	155649
11.01.2017	466944	3919
11.01.2017	467613	3378
11.01.2017	467614	80627
11.01.2017	467768	5217
11.01.2017	475452	454637
11.01.2017	475908	171
11.01.2017	475909	731
11.01.2017	476406	6885
11.01.2017	477326	156230
11.01.2017	477729	3928
11.01.2017	478064	3384
11.01.2017	478103	80768
11.01.2017	479853	5224
11.01.2017	479854	458692
11.01.2017	480627	172
11.01.2017	480676	733
11.01.2017	482566	6928
11.01.2017	482567	157575
11.01.2017	483892	3953
11.01.2017	484659	3414
11.01.2017	488980	80993
11.01.2017	489078	5255
11.01.2017	491231	459454
11.01.2017	492896	172
11.01.2017	493118	737
11.01.2017	493119	6960
11.01.2017	493336	158809
11.01.2017	493336	3963
11.01.2017	493336	3420
11.01.2017	496889	81357
11.01.2017	496889	5292
12.01.2017	230255	463633
12.01.2017	230255	174
12.01.2017	230255	744
12.01.2017	230739	6966
12.01.2017	244173	159167
12.01.2017	244173	3977
12.01.2017	245772	3427
12.01.2017	245774	81947
12.01.2017	245775	5296
12.01.2017	245775	466455
12.01.2017	245776	175
12.01.2017	245777	745
12.01.2017	245778	7012
12.01.2017	245780	159177
12.01.2017	245780	4001
12.01.2017	245782	3451
12.01.2017	245785	82723
12.01.2017	245786	5327
12.01.2017	254977	470906
12.01.2017	279727	177
12.01.2017	287428	751
12.01.2017	304193	7067
12.01.2017	312874	159269
12.01.2017	446720	4009
12.01.2017	447270	3457
12.01.2017	451341	83163
12.01.2017	452031	5367
12.01.2017	452033	472230
12.01.2017	452034	178
12.01.2017	452135	756
12.01.2017	452247	7099
12.01.2017	452593	160125
12.01.2017	452655	4022
12.01.2017	458590	3480
12.01.2017	460062	83776
12.01.2017	463515	5387
12.01.2017	466944	475816
12.01.2017	466944	179
12.01.2017	467613	761
12.01.2017	467614	7143
12.01.2017	467768	160294
12.01.2017	475452	4057
12.01.2017	475908	3489
12.01.2017	475909	84404
12.01.2017	476406	5422
12.01.2017	477326	478993
12.01.2017	477729	179
12.01.2017	478064	768
12.01.2017	478103	7173
12.01.2017	479853	161156
12.01.2017	479854	4067
12.01.2017	480627	3512
12.01.2017	480676	85194
12.01.2017	482566	5444
12.01.2017	482567	480239
12.01.2017	483892	179
12.01.2017	484659	773
12.01.2017	488980	7218
12.01.2017	489078	161329
12.01.2017	491231	4079
12.01.2017	492896	3541
12.01.2017	493118	85621
12.01.2017	493119	5462
12.01.2017	493336	480246
12.01.2017	493336	180
12.01.2017	493336	779
12.01.2017	496889	7231
12.01.2017	496889	161426
13.01.2017	230255	4081
13.01.2017	230255	3571
13.01.2017	230255	85908
13.01.2017	230739	5483
13.01.2017	244173	480627
13.01.2017	244173	180
13.01.2017	245772	779
13.01.2017	245774	7292
13.01.2017	245775	162204
13.01.2017	245776	4083
13.01.2017	245777	3590
13.01.2017	245778	86272
13.01.2017	245780	5499
13.01.2017	245780	484446
13.01.2017	245782	181
13.01.2017	245785	780
13.01.2017	245786	7364
13.01.2017	254977	162225
13.01.2017	279727	4091
13.01.2017	287428	3625
13.01.2017	304193	86783
13.01.2017	312874	5539
13.01.2017	429531	484766
13.01.2017	446720	183
13.01.2017	447270	782
13.01.2017	451341	7424
13.01.2017	452031	162900
13.01.2017	452033	4103
13.01.2017	452034	3638
13.01.2017	452135	87036
13.01.2017	452247	5539
13.01.2017	452593	485771
13.01.2017	452655	184
13.01.2017	458590	783
13.01.2017	460062	7482
13.01.2017	463515	164507
13.01.2017	466944	4130
13.01.2017	466944	3641
13.01.2017	467613	87247
13.01.2017	467614	5575
13.01.2017	467768	485819
13.01.2017	475452	184
13.01.2017	475908	784
13.01.2017	475909	7482
13.01.2017	476406	165378
13.01.2017	477326	4158
13.01.2017	477729	3660
13.01.2017	478064	87733
13.01.2017	478103	5604
13.01.2017	479853	486115
13.01.2017	479854	184
13.01.2017	480627	790
13.01.2017	480676	7500
13.01.2017	482566	165763
13.01.2017	482567	4195
13.01.2017	483892	3664
13.01.2017	484659	88511
13.01.2017	488980	5645
13.01.2017	489078	490949
13.01.2017	490639	186
13.01.2017	491231	797
13.01.2017	492896	7520
13.01.2017	493118	166464
13.01.2017	493119	4208
13.01.2017	493336	3680
13.01.2017	493336	89109
13.01.2017	493336	5662
13.01.2017	496889	491812
13.01.2017	496889	187
14.01.2017	230255	800
14.01.2017	230255	7570
14.01.2017	230255	167948
14.01.2017	230739	4212
14.01.2017	244173	3705
14.01.2017	244173	89502
14.01.2017	245772	5717
14.01.2017	245774	494785
14.01.2017	245775	188
14.01.2017	245776	807
14.01.2017	245777	7641
14.01.2017	245778	168348
14.01.2017	245780	4243
14.01.2017	245780	3719
14.01.2017	245782	90331
14.01.2017	245785	5760
14.01.2017	245786	497843
14.01.2017	254977	189
14.01.2017	279727	810
14.01.2017	287428	7689
14.01.2017	304193	169532
14.01.2017	312874	4274
14.01.2017	446720	3748
14.01.2017	447270	90913
14.01.2017	451341	5760
14.01.2017	452031	501657
14.01.2017	452033	190
14.01.2017	452034	814
14.01.2017	452135	7696
14.01.2017	452247	170118
14.01.2017	452593	4288
14.01.2017	452655	3762
14.01.2017	458590	91200
14.01.2017	460062	5767
14.01.2017	463515	503063
14.01.2017	466944	192
14.01.2017	466944	815
14.01.2017	467613	7706
14.01.2017	467614	171148
14.01.2017	467768	4322
14.01.2017	475452	3787
14.01.2017	475908	91942
14.01.2017	475909	5793
14.01.2017	476406	505685
14.01.2017	477326	194
14.01.2017	477729	818
14.01.2017	478064	7720
14.01.2017	478103	172249
14.01.2017	479853	4354
14.01.2017	479854	3797
14.01.2017	480627	92510
14.01.2017	480676	5805
14.01.2017	482566	509604
14.01.2017	482567	195
14.01.2017	483892	824
14.01.2017	484659	7721
14.01.2017	488980	172519
14.01.2017	489078	4376
14.01.2017	491231	3803
14.01.2017	492896	93381
14.01.2017	493118	5834
14.01.2017	493119	510231
14.01.2017	493336	196
14.01.2017	493336	824
14.01.2017	493336	7757
14.01.2017	496889	173006
14.01.2017	496889	4377
15.01.2017	230255	3826
15.01.2017	230255	93693
15.01.2017	230255	5836
15.01.2017	230739	511426
15.01.2017	244173	198
15.01.2017	244173	831
15.01.2017	245772	7782
15.01.2017	245774	173909
15.01.2017	245775	4417
15.01.2017	245776	3834
15.01.2017	245777	94480
15.01.2017	245778	5862
15.01.2017	245780	515239
15.01.2017	245780	200
15.01.2017	245782	833
15.01.2017	245785	7832
15.01.2017	245786	174644
15.01.2017	254977	4436
15.01.2017	279727	3853
15.01.2017	287428	95113
15.01.2017	304193	5910
15.01.2017	312874	518714
15.01.2017	446720	201
15.01.2017	447270	840
15.01.2017	451341	7855
15.01.2017	452031	176090
15.01.2017	452033	4474
15.01.2017	452034	3856
15.01.2017	452135	95617
15.01.2017	452247	5930
15.01.2017	452593	522282
15.01.2017	452655	202
15.01.2017	458590	846
15.01.2017	460062	7857
15.01.2017	463515	177560
15.01.2017	466944	4486
15.01.2017	466944	3857
15.01.2017	467613	95826
15.01.2017	467614	5960
15.01.2017	467768	526184
15.01.2017	475452	203
15.01.2017	475908	854
15.01.2017	475909	7875
15.01.2017	476406	179079
15.01.2017	477326	4512
15.01.2017	477729	3885
15.01.2017	478064	96459
15.01.2017	478103	6015
15.01.2017	479853	526637
15.01.2017	479854	204
15.01.2017	480627	862
15.01.2017	480676	7939
15.01.2017	482566	180807
15.01.2017	482567	4531
15.01.2017	483892	3891
15.01.2017	484659	97324
15.01.2017	488980	6031
15.01.2017	489078	530563
15.01.2017	491231	206
15.01.2017	492896	869
15.01.2017	493118	7992
15.01.2017	493119	181094
15.01.2017	493336	4561
15.01.2017	493336	3922
15.01.2017	493336	97682
15.01.2017	496889	6038
15.01.2017	496889	533245
16.01.2017	230255	207
16.01.2017	230255	876
16.01.2017	230255	8003
16.01.2017	230739	182788
16.01.2017	244173	4595
16.01.2017	244173	3938
16.01.2017	245772	98344
16.01.2017	245774	6063
16.01.2017	245775	537360
16.01.2017	245776	207
16.01.2017	245777	877
16.01.2017	245778	8056
16.01.2017	245780	183761
16.01.2017	245780	4637
16.01.2017	245782	3973
16.01.2017	245785	99289
16.01.2017	245786	6076
16.01.2017	254977	540409
16.01.2017	279727	208
16.01.2017	287428	880
16.01.2017	304193	8123
16.01.2017	312874	184701
16.01.2017	446720	4666
16.01.2017	447270	3980
16.01.2017	451341	99622
16.01.2017	452031	6111
16.01.2017	452033	541693
16.01.2017	452034	209
16.01.2017	452135	884
16.01.2017	452247	8145
16.01.2017	452593	186426
16.01.2017	452655	4696
16.01.2017	458590	4005
16.01.2017	460062	99901
16.01.2017	463515	6170
16.01.2017	466944	542171
16.01.2017	466944	211
16.01.2017	467613	885
16.01.2017	467614	8204
16.01.2017	467768	187475
16.01.2017	475452	4728
16.01.2017	475908	4024
16.01.2017	475909	100770
16.01.2017	476406	6192
16.01.2017	477326	545441
16.01.2017	477729	211
16.01.2017	478064	891
16.01.2017	478103	8224
16.01.2017	479853	189099
16.01.2017	479854	4738
16.01.2017	480627	4057
16.01.2017	480676	101600
16.01.2017	482566	6196
16.01.2017	482567	548212
16.01.2017	483892	212
16.01.2017	484659	895
16.01.2017	488980	8290
16.01.2017	489078	190728
16.01.2017	491231	4750
16.01.2017	492896	4092
16.01.2017	493118	101970
16.01.2017	493119	6237
16.01.2017	493336	549108
16.01.2017	493336	213
16.01.2017	493336	899
16.01.2017	496889	8308
16.01.2017	496889	191124
17.01.2017	230255	4751
17.01.2017	230255	4099
17.01.2017	230255	102283
17.01.2017	230739	6270
17.01.2017	244173	549341
17.01.2017	244173	215
